PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
10214,174.6,177.59,145.1,113.64,12.06,12.31,,11.97,6.61,23.72,18.4,103.78,6.61
10215,170.6,145.49,153.8,117.51,12.12,12.25,0.4,11.97,6.43,17.75,17.6,86.12,6.41
10216,146.2,164.81,170.9,106.74,11.74,12.28,,11.97,6.6,27.39,13.7,106.64,6.61
10217,163.2,152.08,164.6,109.54,12.09,12.23,,11.98,6.62,21.59,16.2,92.16,6.61
10218,128.4,181.07,130.4,113.3,12.06,12.23,,11.97,6.61,27.14,19,108.15,6.6
10219,197.5,140.66,183,118.96,11.83,12.28,0.38,11.97,6.54,24.42,13.4,100.95,6.62
10220,164.7,149.05,147.6,110.3,12.1,12.3,0.41,11.97,6.41,24.05,12.3,100.26,6.41
10221,154.3,176.69,159.7,113.78,11.88,12.17,,11.97,6.6,25.86,21.5,104.63,6.63
10222,174.6,177.47,155.9,112.69,12.08,12.24,,11.97,6.62,24.39,21.4,106.61,6.65
10223,146.1,150.41,161.2,110.54,12.13,12.31,0.4,11.97,6.4,24.49,13.2,96.21,6.41
10224,183.4,153.4,176.5,107.04,12.12,12.18,0.38,11.97,6.42,21.29,17.6,101.4,6.41
10225,141,143.07,153.9,109.65,12.11,12.21,0.39,11.97,6.41,17.2,13.4,85.03,6.46
10226,197,153.31,158.9,115.43,11.83,12.27,0.38,11.98,6.61,24.46,15.3,96.24,6.62
10227,183.5,154.29,165.3,111.71,12.03,12.26,0.41,11.97,6.41,24.12,18.9,104.73,6.42
10228,155.3,159.21,153.1,112.53,11.91,12.28,,11.97,6.62,25.25,11.5,97.88,6.61
10229,180.3,182.06,158.3,114,11.84,12.34,0.37,11.97,6.61,42.76,15,127.3,6.61
10230,161.6,137.41,161.6,115.09,12.06,12.15,0.41,11.97,6.41,20.66,24.4,91.29,6.41
10231,181.7,175.71,152.3,112.55,12.06,12.22,,11.98,6.62,24.69,15.8,107.2,6.62
10232,175.3,147.89,174.5,110.27,11.87,12.21,,11.97,6.6,27.09,22.3,96.06,6.62
10233,168.2,152.03,148,116.33,12.1,12.27,0.41,11.97,6.41,22.38,22.3,98.14,6.41
10234,167.1,175.6,160.7,114.19,12.08,12.26,,11.98,6.63,24.02,14.1,103.37,6.62
10235,171.1,180.45,156.3,114.29,12.07,12.24,,11.97,6.62,22.86,10.5,101.74,6.63
10236,149.3,156.45,150.4,115.56,11.84,12.28,0.39,11.97,6.6,25.61,13.4,92.46,6.61
10237,172.4,155.17,163.1,116.22,11.89,12.23,,11.97,6.62,23.23,17.3,95.14,6.61
10238,138,153.17,154.6,112.84,12.08,12.3,0.36,11.97,6.41,24.61,9.8,95.18,6.42
10239,193,152.05,166.2,112.76,11.69,12.42,,11.97,6.6,24.09,12.1,97.04,6.63
10240,158.9,146.03,190,114.47,11.77,12.2,,11.97,6.63,24.34,17.8,98.47,6.6
10241,161.6,172.41,165.7,109.44,11.81,12.26,0.37,11.98,6.6,28.08,21.8,106.62,6.61
10242,139.6,152.5,164,110.93,12.1,12.29,0.39,11.97,6.4,19.39,13.5,83.66,6.41
10243,146.8,157.93,175.9,113.86,11.93,12.15,,11.97,6.61,25.87,18.2,111.71,6.61
10244,165.5,158.14,158.7,112.91,11.82,12.23,0.37,11.97,6.6,23.87,15.5,94.25,6.63
10245,164.4,163.8,137.2,111.17,11.9,12.39,,11.98,6.62,24.8,10.4,101.03,6.63
10246,185.7,175.31,160.6,110.93,12.08,12.19,,11.97,6.62,24.98,36.3,106.8,6.61
10247,130.4,163.67,143.1,112.66,12.08,12.16,,11.97,6.63,24.84,24.7,100.04,6.62
10248,155.9,158.09,178.4,108.02,12.09,12.21,,11.97,6.61,22.87,31.1,96.17,6.63
10249,197.6,140.48,120.4,112.73,11.83,12.14,0.37,11.97,6.51,25.04,36.2,101.84,6.61
10250,178.7,161.92,166.5,113.53,11.83,12.3,0.38,11.97,6.61,26.59,12.6,111.68,6.6
10251,154.7,154.88,149.2,116.64,12.11,12.22,0.42,11.97,6.41,19.53,15.2,86.24,6.41
10252,133.4,155.48,163.5,112.55,12.13,12.31,0.33,11.97,6.41,19.22,12.5,78.96,6.42
10253,131.3,164.57,162.9,112.2,12.08,12.25,,11.97,6.62,22.55,12,97.19,6.6
10254,154.5,178.62,177.3,111.84,12.07,12.15,,11.97,6.62,24.61,20.7,99.52,6.63
10255,154.5,182.05,152.7,111.71,12.06,12.23,,11.97,6.6,25.31,12.6,102.92,6.61
10256,186.4,164.38,174.8,118.16,11.76,12.28,,11.97,6.6,23.01,19.4,91.58,6.6
10257,177.8,165.71,154.8,113.15,11.89,12.25,,11.97,6.62,23.19,17.9,88.9,6.61
10258,141,178.67,160.6,133.46,12.06,12.19,,11.97,6.62,22.66,54.2,100.11,6.61
10259,167.6,154.96,143.5,114.85,12.1,12.33,0.4,11.97,6.42,20.22,15.8,85.74,6.45
10260,194.2,149.87,180.3,110.71,11.78,12.22,,11.97,6.61,24.01,15.9,92.48,6.61
10261,166.6,152.73,149.8,110.77,12.12,12.18,0.39,11.97,6.4,22.18,16.9,105.94,6.41
10262,122.1,150.38,151.4,118.07,12.08,12.23,0.36,11.97,6.4,23.75,14.6,100.03,6.4
10263,162.3,154.98,153.4,114.38,12.05,12.31,0.41,11.97,6.43,25.25,12.6,104.46,6.4
10264,194.7,161.51,163.5,112.87,11.85,12.3,,11.97,6.6,25.42,18.6,99.58,6.6
10265,149,155.58,159.6,113.25,12.09,12.13,,11.98,6.62,22.74,17.8,105.18,6.61
10266,183.1,149.93,180,117.64,11.8,12.2,,11.97,6.62,22.16,15.8,91.7,6.6
10267,138.2,159.46,164.2,113.38,12.09,12.26,,11.97,6.6,24.52,16.2,101.4,6.61
10268,139.9,164.11,167.9,112.53,12.06,12.28,,11.97,6.64,23.04,38.6,102,6.63
10269,155,155.49,165.5,109.81,11.82,12.29,0.39,11.97,6.64,24.27,18.2,100.23,6.61
10270,155.3,160.77,183.3,112.86,11.84,12.21,,11.98,6.6,27.31,23,104.37,6.6
10271,156.8,142.23,157.9,111.64,11.85,12.28,0.39,11.97,6.61,26.9,12.7,99.2,6.6
10272,165.7,141.84,149.2,111.92,12.06,12.23,0.41,11.97,6.4,20.67,14.2,94.61,6.4
10273,139.2,157.31,162.8,117.22,11.93,12.31,,11.97,6.62,27.51,12.1,102.28,6.6
10274,157.1,153.66,162.3,112,11.91,12.21,,11.97,6.62,22.94,25.8,90.34,6.62
10275,158.1,166.9,179.1,118.17,11.8,12.32,0.4,11.97,6.61,26.07,10.9,103.81,6.63
10276,164.8,174.09,139.7,113.75,12.06,12.18,,11.98,6.63,24.03,17.8,103.5,6.61
10277,142.8,184.77,185.3,117.52,12.07,12.2,,11.97,6.62,25.13,25.7,103.39,6.64
10278,144.5,146.23,169.2,112.15,11.84,12.36,,11.97,6.62,27.94,15.7,105.17,6.61
10279,148.8,177.82,176.1,115.71,12.06,12.16,,11.97,6.62,25.46,20.4,107.44,6.6
10280,155.8,165.59,150.2,108.33,11.74,12.21,,11.97,6.61,26.72,15.3,110.4,6.62
10281,189,142.99,169,115.6,12.13,12.3,0.29,11.97,6.41,19.7,12.9,87.75,6.4
10282,162.5,155.27,128.9,108.31,12.11,12.27,0.39,11.97,6.41,21.26,14.5,86.41,6.4
10283,140.1,145.75,181,110.01,12.06,12.26,0.41,11.97,6.41,18.56,17.5,90.81,6.42
10284,158,157.6,151.1,116.83,12.07,12.26,0.41,11.97,6.41,22.05,14.5,105.52,6.42
10285,160.3,166.22,150.3,113.39,11.88,12.26,,11.97,6.62,23.77,15.2,97.14,6.61
10286,198,141.71,197.7,112.32,11.71,12.24,,11.97,6.26,26.69,12.1,105.07,6.38
10287,155.5,143.53,164.8,113.11,11.83,12.41,0.35,11.97,6.61,25.5,19.1,102.37,6.62
10288,190.8,142.6,188.2,112.16,12.13,12.29,0.41,11.97,6.41,17.91,23,80.54,6.41
10289,133.7,146.64,155.9,112.3,12.11,12.2,0.39,11.97,6.4,17.12,14.3,83.76,6.42
10290,163.6,174.48,147.7,116.22,12.06,12.23,,11.97,6.6,24.94,18.8,98.49,6.63
10291,169.9,145.96,161,113.5,11.91,12.24,,11.97,6.62,23.15,15.8,91.99,6.61
10292,164.8,169.62,175,118.83,12.09,12.24,,11.97,6.62,24.43,25.5,100.81,6.63
10293,149,150.33,153.3,108.08,12.09,12.2,,11.97,6.6,23.76,16,92.35,6.61
10294,165.4,161.89,154.2,117.26,11.92,12.18,,11.98,6.61,25.3,18.6,111.76,6.6
10295,176.9,144.3,178.4,112.34,11.86,12.27,,11.97,6.61,27.36,13.2,104.4,6.61
10296,156.9,138.18,155.1,115.91,12.05,12.25,0.41,11.97,6.42,22.55,15.5,107.04,6.42
10297,186.7,166.87,178.5,110.32,11.82,12.25,,11.97,6.62,26.64,17.2,105.06,6.62
10298,173.3,170.51,183.1,113.46,12.06,12.08,,11.97,6.62,24.21,51.4,96.36,6.62
10299,182.9,161.86,165,113.96,12.09,12.21,0.41,11.97,6.43,26.16,31,110.58,6.41
10300,162.8,162.24,142.8,110.18,11.88,12.38,,11.97,6.62,24.6,12.2,93.45,6.6
10301,152.5,148.28,175,112.63,11.85,12.3,,11.97,6.6,26.58,14.6,108.21,6.63
10302,159,167,158.2,111.29,11.89,12.33,,11.97,6.63,22.76,10.6,110.79,6.63
10303,166.6,146.68,151.2,112.46,11.86,12.25,,11.97,6.61,26.39,21.5,103.74,6.61
10304,149.9,140.6,197.5,113.7,12.06,12.23,0.41,11.97,6.41,19.51,19.2,93.25,6.39
10305,162.5,157.53,153.6,112.6,11.93,12.24,,11.98,6.6,27.44,17.9,111.74,6.61
10306,140.7,158.32,157.2,109.69,12.13,12.26,0.39,11.97,6.41,18.51,28.9,83.1,6.41
10307,161.1,160.51,153.2,115.46,12.13,12.21,0.4,11.97,6.41,21.31,17.9,95.99,6.41
10308,155.8,157.3,154.5,120.58,12.09,12.18,,11.97,6.62,20.44,19.8,102.03,6.61
10309,136.9,156.02,145.3,111.57,12.04,12.31,0.41,11.97,6.42,24.93,13.7,108.67,6.42
10310,172.5,164.08,165.3,116.93,12.1,12.3,,11.97,6.62,26.93,15.5,101.51,6.6
10311,165.5,152.81,139.6,110.73,12.11,12.25,0.37,11.97,6.41,23.13,13.9,97.62,6.41
10312,175.6,155.49,149.1,110.79,11.82,12.41,0.37,11.97,6.61,25.24,9.2,98.38,6.62
10313,166.4,167.97,155.8,112.4,11.74,12.46,,11.97,6.63,27.18,9.5,100.38,6.61
10314,133.4,170.79,143.7,113.67,12.06,12.21,,11.97,6.6,23.26,17.5,96.78,6.63
10315,169,144.13,133,115.4,12.05,12.29,0.41,11.97,6.41,21.6,13,91.92,6.41
10316,137.9,154.82,148.6,111.45,12.11,12.27,0.41,11.97,6.44,22.84,17.6,100.84,6.41
10317,160.9,154.03,154.7,112.68,12.13,12.31,0.39,11.97,6.42,18.91,12.5,85,6.4
10318,147.6,153.81,158.9,104.67,11.75,12.26,,11.97,6.61,26.54,18.2,99.56,6.61
10319,159.8,157.26,158.6,116.68,12.08,12.15,,11.97,6.62,22.8,24.6,98.8,6.6
10320,156.1,135.4,164.6,115.96,11.7,12.28,,11.97,6.6,22.71,14.4,98.31,6.66
10321,148.4,158.24,156.8,113.54,12.09,12.29,,11.97,6.62,23.66,25.8,101.95,6.61
10322,170.6,161.85,145.5,114,11.85,12.27,0.37,11.97,6.6,23.46,15.1,95.68,6.61
10323,148.9,162.78,167.6,107.41,11.82,12.16,0.37,11.97,6.6,25.55,63.9,97.66,6.61
10324,148.5,149.67,175.3,116.67,11.86,12.23,0.37,11.97,6.61,30.11,17.9,94.82,6.63
10325,150.3,160.05,161.6,117.22,11.82,12.17,0.38,11.97,6.6,24.76,18.4,99.4,6.61
10326,154.5,153.35,174.1,113.76,11.95,12.15,,11.97,6.63,23.66,44.2,104.14,6.62
10327,157.7,158.19,131.2,118.4,11.83,12.29,0.39,11.97,6.61,26.08,21.6,112.58,6.61
10328,149,149.09,140,108.87,11.87,12.26,0.41,11.98,6.64,24,33.2,95.29,6.62
10329,197.6,137.44,141.1,113.54,11.78,12.25,,11.97,6.53,22.49,17.8,97.16,6.61
10330,163.5,142.11,141.2,112.15,11.86,12.2,0.39,11.97,6.6,25.98,34.8,96.85,6.6
10331,173.9,157.81,153.5,113.51,11.84,12.19,0.38,11.97,6.62,24.33,17.2,101.22,6.63
10332,196.6,159.8,163.7,117.57,11.84,12.16,,11.97,6.61,26.28,22.1,101.19,6.62
10333,173.9,159.36,179.3,114.4,11.69,12.25,,11.97,6.61,24.48,18.1,99.84,6.62
10334,160.3,141.2,152,117.51,11.83,12.28,0.34,11.97,6.61,23.2,25.6,94.9,6.6
10335,190.8,147.3,160.1,117.4,11.8,12.23,,11.97,6.61,24.44,19,88.97,6.61
10336,189.7,164.53,153.1,114.9,11.8,12.24,0.38,11.97,6.6,25.54,19,100.81,6.61
10337,152.7,171.4,149.6,116.72,12.07,12.14,,11.98,6.61,22.37,25.4,96.17,6.61
10338,171.6,153.09,169.2,118.89,12.12,12.21,0.4,11.97,6.42,20.21,12.1,98.62,6.42
10339,155.6,156.72,160.6,111.77,11.93,12.26,,11.97,6.62,24.4,14.4,95.19,6.61
10340,158.7,177.22,164.1,116.95,12.07,12.16,,11.98,6.61,26.57,16.4,104.63,6.61
10341,150,157.82,134.5,114.85,11.82,12.27,0.39,11.97,6.61,24.19,28.1,110.17,6.61
10342,183.6,168.66,175.5,109.76,12.08,12.23,,11.97,6.62,24.71,12,109.89,6.61
10343,180.5,151.71,147.1,114.63,12.1,12.3,0.38,11.97,6.43,20.24,13.9,86.13,6.41
10344,157.4,169.08,156.7,115.62,12.06,12.21,,11.97,6.63,21.63,38.9,101.15,6.6
10345,153,141.6,166.5,107.34,12.04,12.23,0.41,11.97,6.41,20.79,17.7,98.02,6.4
10346,139.8,145.11,151.3,114.15,12.12,12.34,0.4,11.97,6.4,18.13,15.4,81.16,6.42
10347,166.5,148.83,179.6,112.58,11.82,12.28,0.38,11.97,6.62,25.16,13.6,96.94,6.61
10348,154.1,148.08,141.9,108.59,12.12,12.28,0.39,11.97,6.41,18.14,22.5,85.2,6.43
10349,147.6,168.48,172,117.06,12.07,12.19,,11.97,6.6,23.25,17.7,99.1,6.62
10350,147.7,173.14,150,113.52,12.06,12.33,,11.97,6.63,22.41,13.7,99.55,6.6
10351,139,159.22,160.1,109.66,11.82,12.21,0.33,11.97,6.61,25.08,28.9,94.48,6.61
10352,165.8,142.72,137.5,114.16,12.06,12.18,0.41,11.97,6.4,22.12,14.8,93.51,6.4
10353,163,150.14,162.5,108.92,11.86,12.26,0.27,11.97,6.61,24.62,11.4,94.71,6.62
10354,168.2,151.09,138.3,113.66,12.12,12.24,0.39,11.97,6.4,22.17,17.9,82.77,6.41
10355,181,144.42,148.7,110.46,11.82,12.21,0.31,11.97,6.6,23.4,19.9,93.94,6.62
10356,155.8,169.16,159.5,115.21,11.9,12.38,,11.97,6.62,26.18,9.6,104.05,6.62
10357,144.2,151.64,160.6,116.62,12.04,12.24,0.41,11.97,6.41,20.25,20.6,98.42,6.41
10358,148.7,182.64,162.9,116.48,12.06,12.18,,11.98,6.62,27.72,14.6,101.18,6.63
10359,165,176.39,170.6,116.03,12.07,12.18,,11.97,6.62,23.78,16.4,105.94,6.61
10360,146.1,144.29,157.3,109.17,12.04,12.31,0.41,11.97,6.4,23.77,14.7,98.42,6.41
10361,141.9,166.2,156.7,117.05,11.95,12.18,,11.97,6.62,24.39,32.8,94.88,6.62
10362,156,164.46,170.8,113.87,11.83,12.44,0.28,11.97,6.61,23.58,15.8,102.67,6.63
10363,155.8,136.65,151.9,110.96,11.82,12.2,0.27,11.97,6.61,25.78,18,102.79,6.6
10364,159.2,147.91,143.2,112.2,11.79,12.29,,11.97,6.61,25.23,15.1,97.76,6.61
10365,159.4,164.33,176.6,114.79,11.82,12.18,0.4,11.97,6.61,26.55,17.3,104.28,6.6
10366,154.6,135.28,157.1,121.31,12.12,12.26,0.4,11.97,6.41,21.45,14.7,93.53,6.42
10367,167.5,154.58,137.8,116.77,12.04,12.25,0.41,11.97,6.43,23.12,17.8,98.85,6.4
10368,156,142.5,151.6,109.13,12.11,12.31,0.4,11.97,6.41,18.33,18.5,84.83,6.4
10369,197.5,161.21,157,115.73,12.09,12.27,0.41,11.97,6.35,23.04,14.6,101.18,6.4
10370,179.2,139,168.2,113.07,12.05,12.34,0.41,11.97,6.41,23.12,9.7,105.67,6.4
10371,151.7,148.23,149,108.45,11.79,12.23,,11.97,6.61,22.99,17.1,93.11,6.61
10372,187,152.5,160.3,115.83,12.12,12.24,0.41,11.97,6.4,19.08,13.4,83.46,6.41
10373,143.1,158.74,177.6,113.53,12.08,12.22,,11.97,6.62,22.82,14.5,97.94,6.61
10374,140.3,160.04,135,123.16,11.87,12.18,,11.97,6.61,24.94,27.6,90.82,6.61
10375,159.1,142.14,159.6,116.96,12.04,12.34,0.41,11.97,6.41,21.39,10.2,97.73,6.41
10376,153.5,152,162.1,110.52,11.69,12.24,,11.97,6.61,25.89,16.4,104.88,6.61
10377,157.5,144.29,149.4,113.06,12.1,12.31,0.41,11.97,6.4,19.62,12.6,99.43,6.43
10378,153.5,161.62,148.7,109.19,11.82,12.23,0.39,11.97,6.6,26.9,11.9,106.83,6.61
10379,182,150.81,159.8,105.09,11.74,12.39,,11.98,6.61,27.79,9.4,107.04,6.63
10380,155.4,174.66,159.2,111.91,11.9,12.21,,11.97,6.61,27.12,20.1,105.65,6.62
10381,170.2,157.41,168.2,118.86,11.82,12.33,0.37,11.97,6.61,24.57,20.2,92.87,6.61
10382,149.3,160.01,162.8,113.9,12.05,12.16,0.41,11.97,6.41,28,15.3,107.33,6.41
10383,149.3,166.46,137.7,117.56,11.9,12.28,,11.97,6.63,24.07,20.9,109.13,6.63
10384,185,143.43,139.1,111.63,11.71,12.39,,11.97,6.61,21.25,13.2,101.65,6.6
10385,150.9,170.49,170.4,114.76,12.06,12.34,,11.97,6.64,22.55,17.9,103.52,6.63
10386,136.4,157.11,169.2,113.45,11.9,12.25,,11.97,6.63,24.13,21.3,101.14,6.62
10387,152,140.52,181.7,113.54,11.83,12.28,0.3,11.97,6.61,23.98,9.9,97.18,6.62
10388,134,160.91,150.2,109.67,11.84,12.22,0.35,11.98,6.61,24.53,15.1,94.46,6.62
10389,163.7,172.09,158.5,112.38,11.91,12.23,,11.97,6.62,27.03,24.3,97.75,6.61
10390,166.1,147.98,150.8,112.33,12.05,12.27,0.39,11.97,6.41,21.39,16.2,90.94,6.41
10391,136.9,142.67,152.5,109.1,12.04,12.44,0.41,11.98,6.41,22.57,7.7,88.49,6.41
10392,140.1,147.9,147.8,114.26,11.83,12.35,0.32,11.97,6.61,23.5,12.6,92.3,6.62
10393,150.8,148.42,169.3,112.58,11.78,12.24,,11.97,6.61,24.35,16.2,97.33,6.61
10394,138.2,150.5,145.5,115.58,12.04,12.26,0.41,11.97,6.4,21.69,15.2,94.73,6.41
10395,197.1,163.05,185.6,108.14,12.07,12.24,,11.97,6.61,21.25,19.3,99.47,6.61
10396,184.6,168.37,179.9,112.68,11.82,12.27,0.41,11.97,6.6,25.37,18.4,99.3,6.61
10397,163,145.38,154.9,110.09,12.13,12.27,0.4,11.97,6.4,21.32,15.5,101.07,6.4
10398,157.2,150.03,197.4,114.8,12.08,12.2,,11.97,6.61,22.59,14.9,93.48,6.51
10399,192.2,176.59,191.5,117.95,12.06,12.16,,11.98,6.62,23.23,22.6,100.84,6.61
10400,174.9,165.38,158,113.32,12.07,12.25,,11.97,6.61,25.01,12.4,102.9,6.61
10401,165.7,146.54,166,110.48,12.11,12.42,0.41,11.97,6.41,21.8,14.2,98.28,6.4
10402,197.6,166,159.6,110.49,11.8,12.33,0.39,11.97,6.61,22.48,9.9,107.18,6.62
10403,161.3,174.93,147.3,120.28,12.06,12.23,,11.97,6.6,24.17,19.7,106.43,6.61
10404,178.9,168.88,168.6,115.99,12.07,12.25,,11.97,6.61,20.09,17.8,97.1,6.61
10405,178.7,151.33,161.1,112.07,11.85,12.18,,11.97,6.6,27.06,16,103.52,6.63
10406,136.6,164.53,147.8,109.39,12.06,12.41,,11.98,6.62,21.95,11.6,100.33,6.6
10407,172.4,146,148.3,113.06,12.12,12.29,0.4,11.97,6.42,18.83,14.2,82.69,6.41
10408,140.7,150.77,168,117.18,11.88,12.4,,11.97,6.6,26.01,28.2,96.89,6.61
10409,151.1,133.98,182.3,111.26,12.05,12.28,0.41,11.97,6.4,22.78,13.6,96.46,6.41
10410,149.5,183.32,157.1,114.42,11.89,12.28,,11.97,6.62,27.19,33.8,101.88,6.6
10411,150.3,152.78,179.8,110.54,12.03,12.23,0.41,11.97,6.41,23.02,17.1,95.35,6.42
10412,148,152.82,142.1,114.17,11.82,12.24,0.39,11.97,6.6,26.45,20.1,94.83,6.61
10413,157.4,156.21,151.4,113.04,11.83,12.4,0.38,11.97,6.6,24.21,11.3,94.13,6.61
10414,148.8,153.53,163.7,122.2,12.08,12.14,,11.97,6.61,21.04,22.9,91.33,6.6
10415,146.4,161.19,153.3,113.64,12.07,12.3,,11.98,6.61,25.31,20.7,96.13,6.61
10416,149.7,134.74,162,111.35,12.08,12.29,0.41,11.98,6.41,22.42,11.9,96.79,6.41
10417,162.1,167.2,169.1,113.74,12.06,12.33,,11.97,6.62,25.11,13.9,104.25,6.6
10418,162.7,164.44,149.5,120.69,12.03,12.11,,11.97,6.61,26.36,41.3,116.39,6.61
10419,174.8,157.12,178.8,114.75,12.1,12.13,,11.97,6.61,22.76,23.2,96.92,6.61
10420,147.3,159.12,150.2,117.52,12.07,12.28,,11.97,6.61,21.23,13.8,100.59,6.61
10421,158.3,156.97,181.9,114.23,11.91,12.25,,11.97,6.6,26.31,15.8,97.27,6.63
10422,191.4,159.65,158.6,114.54,11.81,12.26,0.4,11.97,6.62,26.25,13.1,96.43,6.6
10423,181.7,149.54,147.6,114.21,12.09,12.24,0.34,11.97,6.42,21.62,51.4,102.73,6.4
10424,183.6,166.87,196.8,115.72,12.07,12.31,,11.97,6.6,24.62,46.4,102.47,6.61
10425,149.8,144.22,145.9,113.73,11.83,12.14,0.37,11.97,6.6,23.55,32.7,90.93,6.6
10426,182.6,137.98,163.6,111.16,12.07,12.3,0.41,11.97,6.41,21.32,18.1,99.13,6.4
10427,160.7,150.08,159.8,111.11,11.76,12.31,,11.97,6.61,26,13.4,105.93,6.62
10428,165.6,161.99,166.1,110.47,11.84,12.21,0.39,11.97,6.6,24.29,15.3,100.42,6.61
10429,138.8,160.62,146,111.65,11.89,12.28,,11.97,6.6,24.18,23.6,87.57,6.61
10430,197.8,140.69,145.8,109.56,11.86,12.26,,11.97,6.49,25.2,27.4,99.09,6.61
10431,172.8,155.1,139.7,112.37,12.09,12.2,,11.97,6.62,19.29,19.9,91.7,6.61
10432,135.8,154.66,185.6,116.93,12.04,12.33,0.41,11.97,6.4,24.66,14.7,107,6.41
10433,178.5,178.14,141.1,111.69,12.06,12.19,,11.97,6.6,23.67,23.3,105.95,6.61
10434,151.7,153.46,133.7,106.8,12.11,12.26,0.38,11.97,6.42,17.79,34.6,82.7,6.41
10435,148.2,165.08,168.4,115.03,12.09,12.3,,11.97,6.62,21.93,14.3,104.7,6.64
10436,146.6,142.31,140.4,115.07,12.1,12.38,0.41,11.97,6.42,20.1,19.1,84.48,6.41
10437,156.2,173.69,173.7,115.12,12.08,12.17,,11.97,6.62,24.3,23.2,103.08,6.62
10438,152.4,145.88,136.7,109.21,12.12,12.24,0.39,11.97,6.41,19.21,13.8,81.18,6.41
10439,187.2,166.11,163.6,116.82,11.83,12.23,,11.97,6.6,25.05,17.1,113.1,6.64
10440,170.8,166.82,166.6,115.64,12.08,12.2,,11.97,6.62,25.29,19.1,97.39,6.62
10441,156.2,169.86,166.2,115.55,12.08,12.28,,11.97,6.62,25.14,15.1,100.9,6.63
10442,148.4,156.34,159.1,111.43,11.9,12.33,,11.97,6.62,26.33,11.3,89.74,6.62
10443,180.3,138.95,196.6,111.98,12.05,12.17,0.41,11.97,6.4,24.76,17.9,101.39,6.41
10444,164.1,137.39,181.7,114.6,12.04,12.4,0.41,11.97,6.4,21.17,17.2,97.4,6.41
10445,139.8,153.57,182.3,110.47,12.09,12.28,0.4,11.97,6.41,19.16,11.6,89.24,6.41
10446,178.6,149.9,175.4,107.44,12.12,12.33,0.41,11.97,6.4,19.07,10,81.73,6.4
10447,165.1,154.86,172.9,112.4,12.09,12.4,0.4,11.97,6.41,21.61,12.6,90.15,6.44
10448,197.9,156.66,116.5,114.84,11.78,12.26,,11.97,6.18,23.48,21.3,94.85,6.62
10449,150.7,141.01,187.9,108.59,12.06,12.26,0.41,11.97,6.41,20.58,15.9,95.6,6.41
10450,147.4,145.33,172.9,119.35,11.9,12.21,,11.97,6.62,24.93,9,96.03,6.6
10451,191.6,140.15,172.5,112.09,11.79,12.2,,11.97,6.62,21.95,13.7,89.79,6.61
10452,140.1,155.28,140.4,107.49,12.02,12.31,0.41,11.97,6.4,23.86,8.9,96.75,6.4
10453,163.5,159.36,161.1,111.34,11.9,12.33,,11.97,6.62,26.59,14,95.78,6.62
10454,156,161.16,177.4,116.31,11.84,12.2,,11.98,6.61,27.8,15.9,107.8,6.63
10455,197.4,180.99,156.1,113.61,12.06,12.29,,11.97,6.55,23.52,11.4,101.87,6.62
10456,161.2,162.11,131.1,116.28,12.1,12.24,,11.97,6.61,21.99,25,97.43,6.61
10457,167,144.26,158.6,119.38,12.11,12.32,0.4,11.97,6.41,18.91,13.5,85.72,6.42
10458,174.2,150.06,154.4,117.97,12.12,12.36,0.39,11.97,6.43,18.95,20.6,84.39,6.43
10459,138.9,142.26,142.9,112.44,11.85,12.26,0.37,11.97,6.61,23.98,11.6,91.24,6.63
10460,144.9,173.78,151.3,111.54,12.06,12.18,,11.97,6.6,21.96,20.3,102.3,6.62
10461,156.1,154.64,180.7,107.08,11.82,12.25,0.38,11.97,6.6,22.4,16.4,90.68,6.61
10462,181.7,152.23,150.6,110.92,12.08,12.18,,11.97,6.61,23.48,21.8,98.35,6.63
10463,172.4,156.7,179,114.66,11.82,12.18,0.36,11.97,6.61,25.8,41.4,102.73,6.63
10464,170.3,137.29,160.1,118.23,12.05,12.36,0.41,11.97,6.41,25.56,19,100.67,6.41
10465,147.7,176.08,154.3,113.45,12.07,12.34,,11.97,6.62,23.95,16.2,101.82,6.63
10466,136.3,147.09,159.2,117.31,11.9,12.26,,11.97,6.6,23.28,10.1,96.82,6.61
10467,155.2,161.08,168.8,118.93,11.85,12.21,,11.97,6.61,22.98,18.7,96.43,6.61
10468,141.3,175.43,158,114,12.07,12.2,,11.97,6.62,26.47,19,104.87,6.6
10469,148.7,162.92,173.2,121.36,11.83,12.26,0.37,11.97,6.61,25.96,13,105.28,6.6
10470,157.5,159.37,150,107.91,11.88,12.25,,11.97,6.62,22.29,17.9,86.28,6.6
10471,158.1,147.42,158.2,122.72,11.88,12.25,,11.97,6.61,23.6,11.1,95.65,6.62
10472,173.8,160.29,162.3,114.57,12.11,12.2,0.39,11.97,6.41,23.22,15.9,97.35,6.44
10473,168.8,160.27,190,112.66,11.83,12.27,,11.97,6.61,26.2,15.3,99.47,6.61
10474,163.2,154.3,161.4,112.62,11.9,12.32,,11.97,6.62,24.41,13.5,89.74,6.61
